event,gender,competition,year,round_raw,lane,position,athlete,athlete,athlete,athlete,country,country,country,time_or_mark,reaction_time,reaction_time
100m,M,World Championships,2019,table_9,6,,Andre De Grasse,,,,Canada,,,9.9,,
100m,M,World Championships,2019,table_9,5,4,Akani Simbine,,,,South Africa,,,9.93,,
100m,M,World Championships,2019,table_9,8,5,Yohan Blake,,,,Jamaica,,,9.97,,
100m,M,World Championships,2019,table_9,7,6,Zharnel Hughes,,,,Great Britain & N.I.,,,10.03,,
100m,M,World Championships,2019,table_9,2,7,Filippo Tortu,,,,Italy,,,10.07,,
100m,M,World Championships,2019,table_9,9,8,Aaron Brown,,,,Canada,,,10.08,,
100m,F,World Championships,2019,table_8,6,,Shelly-Ann Fraser-Pryce,,,,Jamaica,,,10.71,,
100m,F,World Championships,2019,table_8,7,,Dina Asher-Smith,,,,Great Britain & N.I.,,,10.83,,
100m,F,World Championships,2019,table_8,4,,Marie-Josée Ta Lou,,,,Ivory Coast,,,10.9,,
100m,F,World Championships,2019,table_8,5,4,Elaine Thompson,,,,Jamaica,,,10.93,,
100m,F,World Championships,2019,table_8,8,5,Murielle Ahouré,,,,Ivory Coast,,,11.02,,
100m,F,World Championships,2019,table_8,9,6,Jonielle Smith,,,,Jamaica,,,11.06,,
100m,F,World Championships,2019,table_8,3,7,Teahna Daniels,,,,United States,,,11.19,,
100m,F,World Championships,2019,table_8,2,,Dafne Schippers,,,,Netherlands,,,DNS,,
200m,M,World Championships,2019,table_6,7,1,Adam Gemili,,,,Great Britain & N.I.,,,20.06,,
200m,M,World Championships,2019,table_6,4,2,Álex Quiñónez,,,,Ecuador,,,20.08,,
200m,M,World Championships,2019,table_6,4,3,Aaron Brown,,,,Canada,,,20.1,,
200m,M,World Championships,2019,table_6,5,4,Miguel Francis,,,,Great Britain & N.I.,,,20.11,,
200m,M,World Championships,2019,table_6,6,5,Kyle Greaux,,,,Trinidad and Tobago,,,20.19,,
200m,M,World Championships,2019,table_6,4,6,Xie Zhenye,,,,China,,,20.2,,
200m,M,World Championships,2019,table_6,7,7,Andre De Grasse,,,,Canada,,,20.2,,
200m,M,World Championships,2019,table_6,8,8,Jereem Richards,,,,Trinidad and Tobago,,,20.23,,
200m,M,World Championships,2019,table_6,8,8,Yohan Blake,,,,Jamaica,,,20.23,,
200m,M,World Championships,2019,table_6,3,10,Zharnel Hughes,,,,Great Britain & N.I.,,,20.24,,
200m,M,World Championships,2019,table_6,3,11,Noah Lyles,,,,United States,,,20.26,,
200m,M,World Championships,2019,table_6,2,12,Ramil Guliyev,,,,Turkey,,,20.27,,
200m,M,World Championships,2019,table_6,9,13,Clarence Munyai,,,,South Africa,,,20.29,,
200m,M,World Championships,2019,table_6,5,14,Anaso Jobodwana,,,,South Africa,,,20.35,,
200m,M,World Championships,2019,table_6,6,15,Rasheed Dwyer,,,,Jamaica,,,20.37,,
200m,M,World Championships,2019,table_6,6,16,Taymir Burnet,,,,Netherlands,,,20.37,,
200m,M,World Championships,2019,table_6,2,17,Brendon Rodney,,,,Canada,,,20.38,,
200m,M,World Championships,2019,table_6,6,18,Serhiy Smelyk,,,,Ukraine,,,20.39,,
200m,M,World Championships,2019,table_6,9,19,Divine Oduduru,,,,Nigeria,,,20.4,,
200m,M,World Championships,2019,table_6,6,20,Alex Wilson,,,,Switzerland,,,20.4,,
200m,M,World Championships,2019,table_6,7,21,Andre Ewers,,,,Jamaica,,,20.41,,
200m,M,World Championships,2019,table_6,3,22,Fausto Desalu,,,,Italy,,,20.43,,
200m,M,World Championships,2019,table_6,7,23,Aldemir da Silva Júnior,,,,Brazil,,,20.44,,
200m,M,World Championships,2019,table_6,8,24,Yuki Koike,,,,Japan,,,20.46,,
200m,M,World Championships,2019,table_6,2,25,Yancarlos Martínez,,,,Dominican Republic,,,20.47,,
200m,M,World Championships,2019,table_6,7,26,Fahhad Al-Subaie,,,,Saudi Arabia,,,20.51,,
200m,M,World Championships,2019,table_6,4,27,Reynier Mena,,,,Cuba,,,20.52,,
200m,M,World Championships,2019,table_6,3,28,Sydney Siame,,,,Zambia,,,20.58,,
200m,M,World Championships,2019,table_6,7,29,Jeremy Dodson,,,,Samoa,,,20.6,,
200m,M,World Championships,2019,table_6,4,30,Kirara Shiraishi,,,,Japan,,,20.62,,
200m,M,World Championships,2019,table_6,8,31,Jun Yamashita,,,,Japan,,,20.62,,
200m,M,World Championships,2019,table_6,6,32,Mouhamadou Fall,,,,France,,,20.63,,
200m,M,World Championships,2019,table_6,3,33,Bernardo Baloyes,,,,Colombia,,,20.64,,
200m,M,World Championships,2019,table_6,8,34,Steven Müller,,,,Germany,,,20.69,,
200m,M,World Championships,2019,table_6,4,35,Guy Maganga Gorra,,,,Gabon,,,20.74,,
200m,M,World Championships,2019,table_6,5,36,Paulo André de Oliveira,,,,Brazil,,,20.75,,
200m,M,World Championships,2019,table_6,7,37,Abdelaziz Mohamed,,,,Qatar,,,20.75,,
200m,M,World Championships,2019,table_6,2,38,Yang Chun-han,,,,Chinese Taipei,,,20.8,,
200m,M,World Championships,2019,table_6,5,39,Noureddine Hadid,,,,Lebanon,,,20.84,,
200m,M,World Championships,2019,table_6,5,40,Sibusiso Matsenjwa,,,,Eswatini,,,20.85,,
200m,M,World Championships,2019,table_6,8,41,Emmanuel Eseme,,,,Cameroon,,,20.87,,
200m,M,World Championships,2019,table_6,9,42,Antonio Infantino,,,,Italy,,,20.89,,
200m,M,World Championships,2019,table_6,8,43,Rodney Rowe,,,,United States,,,20.92,,
200m,M,World Championships,2019,table_6,9,44,Emmanuel Arowolo,,,,Nigeria,,,21.07,,
200m,M,World Championships,2019,table_6,3,45,Fodé Sissoko,,,,Mali,,,21.3,,
200m,M,World Championships,2019,table_6,5,46,Kenneth Bednarek,,,,United States,,,21.5,,
200m,M,World Championships,2019,table_6,6,47,José Andrés Salazar,,,,El Salvador,,,21.64,,
200m,M,World Championships,2019,table_6,9,48,Muhd Noor Firdaus Ar-Rasyid,,,,Brunei,,,21.99,,
200m,M,World Championships,2019,table_6,2,49,Ahmed Al-Yaari,,,,Yemen,,,22.37,,
200m,M,World Championships,2019,table_6,3,50,Grégory Bradai,,,,French Polynesia,,,22.79,,
200m,M,World Championships,2019,table_6,4,,Terrance Jones,,,,Bahamas,,,DQ,,
200m,M,World Championships,2019,table_6,2,,Jeffrey Vanan,,,,Suriname,,,DQ,,
200m,M,World Championships,2019,table_6,5,,Alonso Edward,,,,Panama,,,DNS,,
200m,M,World Championships,2019,table_7,5,1,Noah Lyles,,,,United States,,,19.86,,
200m,M,World Championships,2019,table_7,4,2,Álex Quiñónez,,,,Ecuador,,,19.95,,
200m,M,World Championships,2019,table_7,6,3,Xie Zhenye,,,,China,,,20.03,,
200m,M,World Championships,2019,table_7,5,4,Adam Gemili,,,,Great Britain & N.I.,,,20.03,,
200m,M,World Championships,2019,table_7,6,5,Andre De Grasse,,,,Canada,,,20.08,,
200m,M,World Championships,2019,table_7,4,6,Ramil Guliyev,,,,Turkey,,,20.16,,
200m,M,World Championships,2019,table_7,6,7,Aaron Brown,,,,Canada,,,20.2,,
200m,M,World Championships,2019,table_7,7,8,Kyle Greaux,,,,Trinidad and Tobago,,,20.24,,
200m,M,World Championships,2019,table_7,8,9,Yancarlos Martínez,,,,Dominican Republic,,,20.28,,
200m,M,World Championships,2019,table_7,7,10,Jereem Richards,,,,Trinidad and Tobago,,,20.28,,
200m,M,World Championships,2019,table_7,5,11,Zharnel Hughes,,,,Great Britain & N.I.,,,20.3,,
200m,M,World Championships,2019,table_7,8,12,Taymir Burnet,,,,Netherlands,,,20.34,,
200m,M,World Championships,2019,table_7,9,13,Brendon Rodney,,,,Canada,,,20.34,,
200m,M,World Championships,2019,table_7,9,14,Anaso Jobodwana,,,,South Africa,,,20.34,,
200m,M,World Championships,2019,table_7,4,15,Yohan Blake,,,,Jamaica,,,20.37,,
200m,M,World Championships,2019,table_7,8,16,Rasheed Dwyer,,,,Jamaica,,,20.54,,
200m,M,World Championships,2019,table_7,9,17,Clarence Munyai,,,,South Africa,,,20.55,,
200m,M,World Championships,2019,table_7,2,18,Serhiy Smelyk,,,,Ukraine,,,20.55,,
200m,M,World Championships,2019,table_7,3,19,Andre Ewers,,,,Jamaica,,,20.61,,
200m,M,World Championships,2019,table_7,3,20,Reynier Mena,,,,Cuba,,,20.61,,
200m,M,World Championships,2019,table_7,2,21,Fausto Desalu,,,,Italy,,,20.73,,
200m,M,World Championships,2019,table_7,2,22,Divine Oduduru,,,,Nigeria,,,20.84,,
200m,M,World Championships,2019,table_7,3,,Alex Wilson,,,,Switzerland,,,DNS,,
200m,M,World Championships,2019,table_7,7,,Miguel Francis,,,,Great Britain & N.I.,,,DNS,,
200m,M,World Championships,2019,table_8,5,,Noah Lyles,,,,United States,,,19.83,,
200m,M,World Championships,2019,table_8,7,,Andre De Grasse,,,,Canada,,,19.95,,
200m,M,World Championships,2019,table_8,4,,Álex Quiñónez,,,,Ecuador,,,19.98,,
200m,M,World Championships,2019,table_8,6,4,Adam Gemili,,,,Great Britain & N.I.,,,20.03,,
200m,M,World Championships,2019,table_8,9,5,Ramil Guliyev,,,,Turkey,,,20.07,,
200m,M,World Championships,2019,table_8,3,6,Aaron Brown,,,,Canada,,,20.1,,
200m,M,World Championships,2019,table_8,2,7,Xie Zhenye,,,,China,,,20.14,,
200m,M,World Championships,2019,table_8,8,8,Kyle Greaux,,,,Trinidad and Tobago,,,20.39,,
200m,F,World Championships,2019,table_6,7,1,Dina Asher-Smith,,,,Great Britain & N.I.,,,22.32,,
200m,F,World Championships,2019,table_6,9,2,Brittany Brown,,,,United States,,,22.33,,
200m,F,World Championships,2019,table_6,8,3,Anglerne Annelus,,,,United States,,,22.56,,
200m,F,World Championships,2019,table_6,6,4,Dezerea Bryant,,,,United States,,,22.56,,
200m,F,World Championships,2019,table_6,5,5,Tynia Gaither,,,,Bahamas,,,22.57,,
200m,F,World Championships,2019,table_6,2,6,Aminatou Seyni,,,,Niger,,,22.58,,
200m,F,World Championships,2019,table_6,5,7,Elaine Thompson,,,,Jamaica,,,22.61,,
200m,F,World Championships,2019,table_6,4,8,Tatjana Pinto,,,,Germany,,,22.63,,
200m,F,World Championships,2019,table_6,8,9,Gina Bass,,,,Gambia,,,22.67,,
200m,F,World Championships,2019,table_6,3,10,Lisa-Marie Kwayie,,,,Germany,,,22.77,,
200m,F,World Championships,2019,table_6,6,11,Maja Mihalinec,,,,Slovenia,,,22.78,,
200m,F,World Championships,2019,table_6,7,12,Ivet Lalova-Collio,,,,Bulgaria,,,22.79,,
200m,F,World Championships,2019,table_6,5,13,Jodie Williams,,,,Great Britain & N.I.,,,22.8,,
200m,F,World Championships,2019,table_6,2,14,Mujinga Kambundji,,,,Switzerland,,,22.81,,
200m,F,World Championships,2019,table_6,2,15,Anthonique Strachan,,,,Bahamas,,,22.86,,
200m,F,World Championships,2019,table_6,6,16,Basant Hemida,,,,Egypt,,,22.88,,
200m,F,World Championships,2019,table_6,3,17,Jamile Samuel,,,,Netherlands,,,22.9,,
200m,F,World Championships,2019,table_6,9,18,Carolle Zahi,,,,France,,,22.99,,
200m,F,World Championships,2019,table_6,8,19,Crystal Emmanuel,,,,Canada,,,23,,
200m,F,World Championships,2019,table_6,2,20,Marileidy Paulino,,,,Dominican Republic,,,23.04,,
200m,F,World Championships,2019,table_6,4,21,Kamaria Durant,,,,Trinidad and Tobago,,,23.08,,
200m,F,World Championships,2019,table_6,4,22,Jessica-Bianca Wessolly,,,,Germany,,,23.1,,
200m,F,World Championships,2019,table_6,3,23,Beth Dobbin,,,,Great Britain & N.I.,,,23.14,,
200m,F,World Championships,2019,table_6,3,24,Shashalee Forbes,,,,Jamaica,,,23.15,,
200m,F,World Championships,2019,table_6,3,25,Olga Safronova,,,,Kazakhstan,,,23.16,,
200m,F,World Championships,2019,table_6,4,26,Krystsina Tsimanouskaya,,,,Belarus,,,23.22,,
200m,F,World Championships,2019,table_6,5,27,Imke Vervaet,,,,Belgium,,,23.24,,
200m,F,World Championships,2019,table_6,9,28,Liang Xiaojing,,,,China,,,23.27,,
200m,F,World Championships,2019,table_6,6,29,Sarah Atcho,,,,Switzerland,,,23.29,,
200m,F,World Championships,2019,table_6,8,30,Gunta Vaičule,,,,Latvia,,,23.32,,
200m,F,World Championships,2019,table_6,3,31,Mauricia Prieto,,,,Trinidad and Tobago,,,23.33,,
200m,F,World Championships,2019,table_6,2,32,Gloria Hooper,,,,Italy,,,23.33,,
200m,F,World Championships,2019,table_6,9,33,Gulsumbi Sharifova,,,,Tajikistan,,,23.45,,
200m,F,World Championships,2019,table_6,7,34,Rafaéla Spanoudaki-Hatziriga,,,,Greece,,,23.48,,
200m,F,World Championships,2019,table_6,2,35,Schillonie Calvert-Powell,,,,Jamaica,,,23.52,,
200m,F,World Championships,2019,table_6,8,36,Sindija Bukša,,,,Latvia,,,23.53,,
200m,F,World Championships,2019,table_6,5,37,Phil Healy,,,,Ireland,,,23.56,,
200m,F,World Championships,2019,table_6,6,38,Lorraine Martins,,,,Brazil,,,23.56,,
200m,F,World Championships,2019,table_6,5,39,Zhang Man,,,,China,,,23.6,,
200m,F,World Championships,2019,table_6,4,40,Archana Suseendran,,,,India,,,23.65,,
200m,F,World Championships,2019,table_6,7,41,Vitória Cristina Rosa,,,,Brazil,,,23.81,,
200m,F,World Championships,2019,table_6,8,42,Zoe Hobbs,,,,New Zealand,,,23.94,,
200m,F,World Championships,2019,table_6,7,43,Shanti Pereira,,,,Singapore,,,24,,
200m,F,World Championships,2019,table_6,9,,Blessing Okagbare,,,,Nigeria,,,DQ,,
200m,F,World Championships,2019,table_6,6,,Natacha Ngoye Akamabi,,,,Congo,,,DQ,,
200m,F,World Championships,2019,table_6,7,,Marie-Josée Ta Lou,,,,Ivory Coast,,,DNS,,
200m,F,World Championships,2019,table_6,9,,Dafne Schippers,,,,Netherlands,,,DNS,,
200m,F,World Championships,2019,table_6,4,,Ketura Ndoye Ti Nzapa,,,,Central African Republic,,,DNS,,
200m,F,World Championships,2019,table_7,6,1,Dina Asher-Smith,,,,Great Britain & N.I.,,,22.16,,
200m,F,World Championships,2019,table_7,5,2,Brittany Brown,,,,United States,,,22.46,,
200m,F,World Championships,2019,table_7,5,3,Anglerne Annelus,,,,United States,,,22.49,,
200m,F,World Championships,2019,table_7,9,4,Mujinga Kambundji,,,,Switzerland,,,22.49,,
200m,F,World Championships,2019,table_7,4,5,Dezerea Bryant,,,,United States,,,22.56,,
200m,F,World Championships,2019,table_7,9,6,Tynia Gaither,,,,Bahamas,,,22.57,,
200m,F,World Championships,2019,table_7,7,7,Ivet Lalova-Collio,,,,Bulgaria,,,22.58,,
200m,F,World Championships,2019,table_7,9,8,Gina Bass,,,,Gambia,,,22.6,,
200m,F,World Championships,2019,table_7,3,9,Crystal Emmanuel,,,,Canada,,,22.65,,
200m,F,World Championships,2019,table_7,6,10,Aminatou Seyni,,,,Niger,,,22.77,,
200m,F,World Championships,2019,table_7,4,11,Jodie Williams,,,,Great Britain & N.I.,,,22.78,,
200m,F,World Championships,2019,table_7,3,12,Maja Mihalinec,,,,Slovenia,,,22.81,,
200m,F,World Championships,2019,table_7,8,13,Lisa-Marie Kwayie,,,,Germany,,,22.83,,
200m,F,World Championships,2019,table_7,2,14,Basant Hemida,,,,Egypt,,,22.92,,
200m,F,World Championships,2019,table_7,2,15,Jamile Samuel,,,,Netherlands,,,23.02,,
200m,F,World Championships,2019,table_7,4,16,Carolle Zahi,,,,France,,,23.03,,
200m,F,World Championships,2019,table_7,2,17,Marileidy Paulino,,,,Dominican Republic,,,23.03,,
200m,F,World Championships,2019,table_7,7,18,Tatjana Pinto,,,,Germany,,,23.11,,
200m,F,World Championships,2019,table_7,8,19,Beth Dobbin,,,,Great Britain & N.I.,,,23.11,,
200m,F,World Championships,2019,table_7,8,20,Shashalee Forbes,,,,Jamaica,,,23.14,,
200m,F,World Championships,2019,table_7,3,21,Jessica-Bianca Wessolly,,,,Germany,,,23.37,,
200m,F,World Championships,2019,table_7,5,22,Kamaria Durant,,,,Trinidad and Tobago,,,23.44,,
200m,F,World Championships,2019,table_7,7,23,Anthonique Strachan,,,,Bahamas,,,25.44,,
200m,F,World Championships,2019,table_7,6,,Elaine Thompson,,,,Jamaica,,,DNS,,
200m,F,World Championships,2019,table_8,7,,Dina Asher-Smith,,,,Great Britain & N.I.,,,21.88,,
200m,F,World Championships,2019,table_8,6,,Brittany Brown,,,,United States,,,22.22,,
200m,F,World Championships,2019,table_8,4,,Mujinga Kambundji,,,,Switzerland,,,22.51,,
200m,F,World Championships,2019,table_8,5,4,Anglerne Annelus,,,,United States,,,22.59,,
200m,F,World Championships,2019,table_8,8,5,Dezerea Bryant,,,,United States,,,22.63,,
200m,F,World Championships,2019,table_8,2,6,Gina Bass,,,,Gambia,,,22.71,,
200m,F,World Championships,2019,table_8,3,7,Ivet Lalova-Collio,,,,Bulgaria,,,22.77,,
200m,F,World Championships,2019,table_8,9,8,Tynia Gaither,,,,Bahamas,,,22.9,,
400m,M,World Championships,2019,table_6,2,1,Kirani James,,,,Grenada,,,44.94,,
400m,M,World Championships,2019,table_6,7,2,Michael Norman,,,,United States,,,45,,
400m,M,World Championships,2019,table_6,5,3,Demish Gaye,,,,Jamaica,,,45.02,,
400m,M,World Championships,2019,table_6,7,4,Emmanuel Korir,,,,Kenya,,,45.08,,
400m,M,World Championships,2019,table_6,4,5,Davide Re,,,,Italy,,,45.08,,
400m,M,World Championships,2019,table_6,3,6,Leungo Scotch,,,,Botswana,,,45.1,,
400m,M,World Championships,2019,table_6,8,7,Julian Walsh,,,,Japan,,,45.14,,
400m,M,World Championships,2019,table_6,3,8,Fred Kerley,,,,United States,,,45.19,,
400m,M,World Championships,2019,table_6,3,9,Machel Cedenio,,,,Trinidad and Tobago,,,45.26,,
400m,M,World Championships,2019,table_6,6,10,Jonathan Sacoor,,,,Belgium,,,45.32,,
400m,M,World Championships,2019,table_6,4,11,Akeem Bloomfield,,,,Jamaica,,,45.34,,
400m,M,World Championships,2019,table_6,5,12,Rabah Yousif,,,,Great Britain & N.I.,,,45.4,,
400m,M,World Championships,2019,table_6,8,13,Thapelo Phora,,,,South Africa,,,45.45,,
400m,M,World Championships,2019,table_6,7,14,Abbas Abubakar Abbas,,,,Bahrain,,,45.47,,
400m,M,World Championships,2019,table_6,3,15,Vernon Norwood,,,,United States,,,45.59,,
400m,M,World Championships,2019,table_6,8,16,Jhon Perlaza,,,,Colombia,,,45.62,,
400m,M,World Championships,2019,table_6,5,17,Alphas Kishoyian,,,,Kenya,,,45.65,,
400m,M,World Championships,2019,table_6,3,18,Steven Gardiner,,,,Bahamas,,,45.68,,
400m,M,World Championships,2019,table_6,8,19,Mazen Al-Yassin,,,,Saudi Arabia,,,45.7,,
400m,M,World Championships,2019,table_6,3,20,Nathan Strother,,,,United States,,,45.71,,
400m,M,World Championships,2019,table_6,4,21,Yousef Karam,,,,Kuwait,,,45.74,,
400m,M,World Championships,2019,table_6,7,22,Steven Solomon,,,,Australia,,,45.82,,
400m,M,World Championships,2019,table_6,6,23,Derrick Mokaleng,,,,South Africa,,,45.87,,
400m,M,World Championships,2019,table_6,5,24,Philip Osei,,,,Canada,,,45.87,,
400m,M,World Championships,2019,table_6,2,25,Alonzo Russell,,,,Bahamas,,,45.91,,
400m,M,World Championships,2019,table_6,6,26,Anthony Zambrano,,,,Colombia,,,45.93,,
400m,M,World Championships,2019,table_6,6,27,Lucas Carvalho,,,,Brazil,,,46.01,,
400m,M,World Championships,2019,table_6,7,28,Ditiro Nzamani,,,,Botswana,,,46.19,,
400m,M,World Championships,2019,table_6,2,29,Rusheen McDonald,,,,Jamaica,,,46.21,,
400m,M,World Championships,2019,table_6,2,30,Mikhail Litvin,,,,Kazakhstan,,,46.28,,
400m,M,World Championships,2019,table_6,4,31,Taha Hussein Yaseen,,,,Iraq,,,46.58,,
400m,M,World Championships,2019,table_6,6,32,Todiasoa Rabearison,,,,Madagascar,,,46.8,,
400m,M,World Championships,2019,table_6,4,33,Luka Janežič,,,,Slovenia,,,46.84,,
400m,M,World Championships,2019,table_6,4,34,Brandon Parris,,,,Saint Vincent and the Grenadines,,,47.39,,
400m,M,World Championships,2019,table_6,2,35,Jessy Franco,,,,Gibraltar,,,47.41,,
400m,M,World Championships,2019,table_6,5,36,Bachir Mahamat,,,,Chad,,,47.65,,
400m,M,World Championships,2019,table_6,2,37,Abdalelah Haroun,,,,Qatar,,,47.76,,
400m,M,World Championships,2019,table_6,6,38,Jovan Stojoski,,,,North Macedonia,,,47.92,,
400m,M,World Championships,2019,table_6,8,39,Moussa Zaroumeye,,,,Niger,,,48.13,,
400m,M,World Championships,2019,table_6,8,40,Mohammad Jahir Rayhan,,,,Bangladesh,,,48.48,,
400m,M,World Championships,2019,table_6,5,41,Tikie Terry Mael,,,,Vanuatu,,,48.52,,
400m,M,World Championships,2019,table_6,7,,Matthew Hudson-Smith,,,,Great Britain & N.I.,,,DNF,,
400m,M,World Championships,2019,table_7,6,1,Steven Gardiner,,,,Bahamas,,,44.13,,
400m,M,World Championships,2019,table_7,5,2,Kirani James,,,,Grenada,,,44.23,,
400m,M,World Championships,2019,table_7,4,3,Fred Kerley,,,,United States,,,44.25,,
400m,M,World Championships,2019,table_7,5,4,Emmanuel Korir,,,,Kenya,,,44.37,,
400m,M,World Championships,2019,table_7,7,5,Machel Cedenio,,,,Trinidad and Tobago,,,44.41,,
400m,M,World Championships,2019,table_7,8,6,Anthony Zambrano,,,,Colombia,,,44.55,,
400m,M,World Championships,2019,table_7,7,7,Demish Gaye,,,,Jamaica,,,44.66,,
400m,M,World Championships,2019,table_7,6,8,Akeem Bloomfield,,,,Jamaica,,,44.77,,
400m,M,World Championships,2019,table_7,7,9,Davide Re,,,,Italy,,,44.85,,
400m,M,World Championships,2019,table_7,9,10,Vernon Norwood,,,,United States,,,45,,
400m,M,World Championships,2019,table_7,8,11,Leungo Scotch,,,,Botswana,,,45,,
400m,M,World Championships,2019,table_7,6,12,Jonathan Sacoor,,,,Belgium,,,45.03,,
400m,M,World Championships,2019,table_7,5,13,Julian Walsh,,,,Japan,,,45.13,,
400m,M,World Championships,2019,table_7,9,14,Rabah Yousif,,,,Great Britain & N.I.,,,45.15,,
400m,M,World Championships,2019,table_7,3,15,Jhon Perlaza,,,,Colombia,,,45.17,,
400m,M,World Championships,2019,table_7,9,16,Thapelo Phora,,,,South Africa,,,45.24,,
400m,M,World Championships,2019,table_7,8,17,Abbas Abubakar Abbas,,,,Bahrain,,,45.26,,
400m,M,World Championships,2019,table_7,2,18,Nathan Strother,,,,United States,,,45.34,,
400m,M,World Championships,2019,table_7,4,19,Philip Osei,,,,Canada,,,45.44,,
400m,M,World Championships,2019,table_7,2,20,Steven Solomon,,,,Australia,,,45.54,,
400m,M,World Championships,2019,table_7,2,21,Alphas Kishoyian,,,,Kenya,,,45.55,,
400m,M,World Championships,2019,table_7,4,22,Michael Norman,,,,United States,,,45.94,,
400m,M,World Championships,2019,table_7,3,23,Mazen Al-Yassin,,,,Saudi Arabia,,,46.11,,
